1+0i
-0.960430519415558-0.278519689385081i
-0.738887324460619+0.673829000378752i
0.195090322016136+0.980785280403229i
0.942573197601442+0.333999651442025i
0.765167265622464-0.643831542889785i
-0.173983873387468-0.984748501801903i
-0.941544065183018-0.336889853392227i
-0.755201376896537+0.655492852999614i
0.2071113761922+0.978317370719632i
0.957826413027528+0.287347459544747i
0.707106781186547-0.707106781186548i
-0.293219162694227-0.956045251350006i
-0.983105487431213-0.18303988795516i
-0.612810082429411+0.790230221437309i
0.427555093430261+0.903989293123453i
0.999769405351215+0.021474080275481i
0.460538710958249-0.887639620402849i
-0.598160706996316-0.80137617172316i
-0.980785280403232+0.19509032201612i
-0.240003022448722+0.970772140728955i
0.780737228572092+0.62485948814239i
0.891840709392347-0.452349587233762i
-0.0490676743273923-0.998795456205174i
-0.934092550404256-0.357030961233438i
-0.698376249408974+0.715730825283817i
0.385516053843914+0.922701128333881i
1+4.40872847693047e-15i
0.37984720892405-0.925049240782678i
-0.715730825283816-0.698376249408976i
-0.9129621904284+0.408044162864974i
0.049067674327431+0.998795456205172i
0.950486073949475+0.310767152749632i
0.624859488142394-0.780737228572088i
-0.516731799017631-0.856147328375206i
-0.980785280403231+0.195090322016126i
-0.1436950331503+0.9896220174632i
0.887639620402838+0.46053871095827i
0.722128193929236-0.691759258364137i
-0.427555093430276-0.903989293123446i
-0.992099313142194+0.125454983411524i
-0.183039887955146+0.983105487431215i
0.883363338665746+0.468688822035801i
0.707106781186568-0.707106781186527i
-0.474100214650538-0.880470889052167i
-0.978317370719623+0.207111376192238i
-0.0705045733896549+0.997511456140301i
0.941544065183021+0.336889853392219i
0.573297166698061-0.819347520076783i
-0.64383154288979-0.76516726562246i
-0.902673318237254+0.430326481340093i
0.195090322016113+0.980785280403233i
0.998941293186856+0.0460031821309375i
0.278519689385065-0.960430519415562i
-0.871595086655931-0.490226483288326i
-0.671558954847013+0.740951125354964i
0.578313796411646+0.815814410806741i
0.919113851690074-0.39399204006101i
-0.198098410717958-0.980182135968117i
-1-1.66589103522235e-14i
-0.192080397049911+0.981379193313751i
0.928506080473214+0.371317193951841i
0.532403127877244-0.846490938774023i
-0.740951125354958-0.67155895484702i
-0.786455213599096+0.617647307937791i
0.482183772079087+0.876070094195426i
0.940506070593274-0.33977688440681i
-0.195090322016123-0.980785280403232i
-0.998640218180267+0.0521317046802522i
-0.0857973123444501+0.996312612182777i
0.976369731330027+0.216106797076191i
0.336889853392219-0.941544065183021i
-0.894599485631379-0.446868840162381i
-0.545324988422069+0.838224705554824i
0.774953106594875+0.632018735939808i
0.707106781186554-0.707106781186541i
-0.636761861236261-0.771060524261833i
-0.824589302785044+0.565731810783586i
0.495565261825758+0.868570705971349i
0.90398929312346-0.427555093430247i
-0.362755724367384-0.931884265581673i
-0.953306040354194+0.302005949319228i
0.245955050335772+0.969281235356554i
0.980785280403236-0.195090322016099i
-0.149764534677305-0.988721691960326i
-0.993906970002361+0.110222207293841i
0.0766238613920108+0.997060070339485i
0.998795456205176-0.0490676743273517i
-0.027608145778929-0.99961882249518i
-0.999924701839146+0.012271538285646i
0.0030679567629301+0.999995293809576i
1+3.62594489449471e-14i
-0.00306795676294774-0.999995293809576i
-0.999924701839144+0.0122715382857665i
0.0276081457789251+0.99961882249518i
0.998795456205175-0.0490676743273654i
-0.0766238613919854-0.997060070339487i
-0.993906970002358+0.110222207293862i
0.149764534677315+0.988721691960325i
0.980785280403231-0.195090322016126i
-0.245955050335733-0.969281235356564i
-0.953306040354209+0.30200594931918i
0.362755724367353+0.931884265581685i
0.903989293123442-0.427555093430284i
-0.49556526182576-0.868570705971348i
-0.824589302785049+0.565731810783579i
0.636761861236246+0.771060524261846i
0.707106781186556-0.707106781186539i
-0.774953106594867-0.632018735939818i
-0.545324988422065+0.838224705554826i
0.894599485631377+0.446868840162386i
0.336889853392261-0.941544065183006i
-0.976369731330021-0.216106797076218i
-0.0857973123444882+0.996312612182774i
0.998640218180266-0.05213170468026i
-0.19509032201612-0.980785280403232i
-0.94050607059326+0.339776884406851i
0.482183772079066+0.876070094195438i
0.786455213599118-0.617647307937763i
-0.740951125354946-0.671558954847033i
-0.532403127877196+0.846490938774053i
0.92850608047321+0.371317193951851i
0.192080397049933-0.981379193313747i
-1-4.89994895398991e-14i
0.198098410717888+0.980182135968131i
0.919113851690062-0.393992040061039i
-0.578313796411639-0.815814410806745i
-0.671558954847006+0.740951125354971i
0.871595086655917+0.490226483288352i
0.278519689385049-0.960430519415567i
-0.998941293186857-0.0460031821309032i
0.195090322016136+0.980785280403229i
0.902673318237261-0.430326481340078i
-0.64383154288977-0.765167265622477i
-0.573297166698092+0.819347520076762i
0.941544065183005+0.336889853392264i
0.0705045733896002-0.997511456140304i
-0.978317370719626+0.207111376192226i
0.474100214650592+0.880470889052138i
0.707106781186572-0.707106781186523i
-0.883363338665725-0.468688822035841i
-0.183039887955201+0.983105487431205i
0.992099313142192-0.125454983411543i
-0.42755509343027-0.903989293123449i
-0.722128193929238+0.691759258364134i
0.887639620402826+0.460538710958295i
0.143695033150338-0.989622017463194i
-0.980785280403238+0.195090322016092i
0.516731799017664+0.856147328375186i
0.624859488142383-0.780737228572097i
-0.950486073949458-0.310767152749683i
0.0490676743273669+0.998795456205175i
0.912962190428413-0.408044162864945i
-0.715730825283796-0.698376249408996i
-0.379847208924035+0.925049240782684i
1+5.48790321370795e-14i
-0.385516053843844-0.92270112833391i
-0.698376249408975+0.715730825283816i
0.934092550404262+0.357030961233423i
-0.0490676743274266-0.998795456205172i
-0.891840709392317+0.452349587233821i
0.780737228572047+0.624859488142446i
0.240003022448789-0.970772140728939i
-0.980785280403237+0.195090322016098i
0.598160706996278+0.801376171723188i
0.460538710958213-0.887639620402868i
-0.999769405351216-0.0214740802754511i
0.427555093430176+0.903989293123494i
0.612810082429438-0.790230221437288i
-0.983105487431212-0.183039887955163i
0.293219162694242+0.956045251350002i
0.707106781186524-0.707106781186571i
-0.957826413027505-0.287347459544821i
0.207111376192155+0.978317370719641i
0.755201376896565-0.655492852999583i
-0.94154406518301-0.33688985339225i
0.173983873387433+0.98474850180191i
0.765167265622448-0.643831542889804i
-0.942573197601427-0.333999651442065i
0.195090322016098+0.980785280403236i
0.738887324460624-0.673829000378747i
-0.960430519415564-0.278519689385058i
0.269668325572908+0.962953266873686i
0.671558954847075-0.740951125354908i
-0.98579750916756-0.167938294974772i
0.393992040060981+0.919113851690087i
0.553016705580029-0.833170164701912i
-1+2.94534212431953e-15i
0.558118531220554+0.829761233794524i
0.37131719395196-0.928506080473167i
-0.975025345067004+0.222093620973162i
0.740951125354906+0.671558954847077i
0.119365214811058-0.992850414459857i
-0.876070094195411+0.482183772079115i
0.905296759318063+0.424779681209227i
-0.195090322016037-0.980785280403249i
-0.669282588346684+0.743007952135079i
0.996312612182774+0.0857973123444857i
-0.537587076295614-0.843208239641866i
-0.336889853392257+0.941544065183007i
0.948561349915765-0.316593375556063i
-0.838224705554767-0.545324988422155i
0.101069862754837+0.994879330794805i
0.707106781186571-0.707106781186524i
-0.995480755491935-0.0949634953295538i
0.56573181078368+0.82458930278498i
0.263754678974823-0.964589793289815i
-0.90398929312345+0.427555093430267i
0.91544871608827+0.402434650859413i
-0.30200594931919-0.953306040354206i
-0.511468850437905+0.859301818357047i
0.980785280403251-0.195090322016027i
-0.805031331142959-0.593232295039806i
0.110222207293848+0.99390697000236i
0.650846684996394-0.759209188978377i
-0.998795456205173+0.0490676743274095i
0.726359155084339+0.687315340891766i
-0.0122715382856984-0.999924701839145i
-0.704934080375976+0.709272826438795i
1+1.76349139077219e-14i
-0.709272826438864-0.704934080375907i
0.0122715382857229+0.999924701839145i
0.687315340891843-0.726359155084267i
-0.998795456205173+0.0490676743274016i
0.759209188978361+0.650846684996412i
-0.110222207293864-0.993906970002358i
-0.593232295039805+0.80503133114296i
0.98078528040322-0.195090322016179i
-0.859301818356944-0.511468850438079i
0.302005949319145+0.95330604035422i
0.402434650859524-0.915448716088221i
-0.90398929312346+0.427555093430246i
0.964589793289805+0.263754678974861i
-0.56573181078354-0.824589302785076i
-0.0949634953297386+0.995480755491917i
0.707106781186553-0.707106781186542i
-0.99487933079481+0.101069862754789i
0.838224705554825+0.545324988422066i
-0.316593375556257-0.9485613499157i
-0.336889853392348+0.941544065182975i
0.843208239641865-0.537587076295615i
-0.996312612182768-0.085797312344557i
0.743007952135096+0.669282588346665i
-0.195090322016103-0.980785280403236i
-0.424779681209079+0.905296759318133i
0.876070094195449-0.482183772079046i
-0.992850414459866-0.119365214810983i
0.740951125354946+0.671558954847033i
-0.222093620973148-0.975025345067007i
-0.371317193951724+0.928506080473261i
0.829761233794614-0.558118531220421i
-1-1.16619800233204e-13i
0.833170164701869+0.553016705580095i
-0.393992040060998-0.919113851690079i
-0.167938294974769+0.985797509167561i
0.671558954846958-0.740951125355013i
-0.962953266873725+0.26966832557277i
0.96043051941552+0.278519689385211i
-0.673829000378701-0.738887324460666i
0.195090322016133+0.98078528040323i
0.333999651442047-0.942573197601434i
-0.765167265622519+0.64383154288972i
0.984748501801932-0.173983873387308i
-0.941544065183019-0.336889853392225i
0.655492852999548+0.755201376896595i
-0.207111376192262-0.978317370719618i
-0.287347459544787+0.957826413027516i
0.70710678118659-0.707106781186505i
-0.956045251350017+0.293219162694191i
0.9831054874312+0.183039887955231i
-0.790230221437305-0.612810082429416i
0.427555093430238+0.903989293123464i
0.0214740802755692-0.999769405351213i
-0.460538710958382+0.88763962040278i
0.801376171723142-0.598160706996339i
-0.980785280403225+0.195090322016157i
0.970772140728936+0.240003022448801i
-0.780737228572064-0.624859488142424i
0.452349587233629+0.891840709392415i
-0.0490676743272524-0.998795456205181i
-0.357030961233495+0.934092550404234i
0.69837624940896-0.715730825283831i
-0.922701128333886+0.385516053843901i
1+6.66356414088941e-14i
-0.925049240782631-0.379847208924166i
0.715730825283765+0.698376249409028i
-0.408044162864942-0.912962190428415i
0.0490676743274041+0.998795456205173i
0.310767152749609-0.950486073949483i
-0.624859488142557+0.780737228571958i
0.85614732837525-0.516731799017557i
-0.980785280403232+0.195090322016121i
0.989622017463196+0.143695033150325i
-0.887639620402824-0.460538710958298i
0.691759258364162+0.722128193929212i
-0.427555093430136-0.903989293123513i
0.125454983411435+0.992099313142206i
0.183039887955211-0.983105487431203i
-0.468688822035865+0.883363338665712i
0.707106781186563-0.707106781186532i
-0.880470889052274+0.47410021465034i
0.978317370719654-0.207111376192096i
-0.997511456140294-0.0705045733897483i
0.941544065183007+0.336889853392259i
-0.819347520076756-0.5732971666981i
0.643831542889881+0.765167265622384i
-0.430326481339937-0.902673318237328i
0.195090322016135+0.980785280403229i
0.0460031821309781-0.998941293186854i
-0.278519689385082+0.960430519415557i
0.490226483288297-0.871595086655948i
-0.671558954847097+0.740951125354888i
0.815814410806793-0.578313796411572i
-0.919113851690056+0.393992040061052i
0.98018213596812-0.198098410717942i
-1-3.82126940172169e-14i
0.98137919331374+0.192080397049966i
-0.928506080473171-0.37131719395195i
0.846490938774018+0.532403127877252i
-0.740951125354872-0.671558954847115i
0.61764730793782+0.786455213599073i
-0.482183772079065-0.876070094195438i
0.339776884406674+0.940506070593323i
-0.195090322015976-0.980785280403261i
0.052131704680239+0.998640218180267i
0.085797312344497-0.996312612182773i
-0.216106797076298+0.976369731330004i
0.336889853392219-0.941544065183021i
-0.446868840162514+0.894599485631313i
0.545324988422126-0.838224705554786i
-0.632018735939932+0.774953106594774i
0.707106781186631-0.707106781186465i
-0.771060524261796+0.636761861236305i
0.824589302785062-0.565731810783559i
-0.868570705971425+0.495565261825626i
0.903989293123515-0.42755509343013i
-0.931884265581691+0.362755724367338i
0.953306040354219-0.302005949319149i
-0.969281235356548+0.245955050335796i
0.980785280403282-0.195090322015868i
-0.988721691960337+0.149764534677235i
0.993906970002372-0.110222207293737i
-0.997060070339491+0.0766238613919292i
0.998795456205187-0.0490676743271227i
-0.99961882249518+0.0276081457789217i
0.999924701839146-0.0122715382855764i
-0.999995293809576+0.00306795676305409i
1+1.45037795779788e-13i
-0.999995293809576+0.00306795676314621i
0.999924701839145-0.012271538285647i
-0.999618822495169+0.0276081457793116i
0.998795456205163-0.0490676743276043i
-0.997060070339499+0.0766238613918217i
0.993906970002336-0.11022220729406i
-0.988721691960274+0.149764534677648i
0.980785280403205-0.195090322016256i
-0.969281235356512+0.245955050335938i
0.95330604035425-0.302005949319052i
-0.931884265581695+0.362755724367329i
0.903989293123286-0.427555093430616i
-0.868570705971282+0.495565261825876i
0.82458930278504-0.565731810783591i
-0.77106052426193+0.636761861236143i
0.707106781186553-0.707106781186542i
-0.632018735939599+0.774953106595045i
0.54532498842188-0.838224705554946i
-0.44686884016227+0.894599485631435i
0.336889853392411-0.941544065182952i
-0.216106797076296+0.976369731330004i
0.0857973123440634-0.99631261218281i
0.0521317046804249+0.998640218180258i
-0.195090322016137-0.980785280403229i
0.339776884406595+0.940506070593352i
-0.482183772079072-0.876070094195435i
0.617647307937899+0.786455213599011i
-0.740951125355077-0.671558954846888i
0.846490938774048+0.532403127877204i
-0.928506080473142-0.371317193952023i
0.981379193313743+0.192080397049952i
-1+2.95010079633088e-13i
0.980182135968126-0.198098410717913i
-0.919113851690076+0.393992040061006i
0.815814410806638-0.578313796411791i
-0.671558954847083+0.740951125354901i
0.490226483288199-0.871595086656003i
-0.278519689385104+0.960430519415551i
0.0460031821309096-0.998941293186857i
0.195090322016292+0.980785280403198i
-0.430326481340063-0.902673318237268i
0.643831542890058+0.765167265622235i
-0.819347520076877-0.573297166697929i
0.941544065182955+0.336889853392403i
-0.997511456140314-0.0705045733894687i
0.978317370719553-0.207111376192572i
-0.880470889052108+0.474100214650649i
0.707106781186571-0.707106781186524i
-0.468688822035894+0.883363338665697i
0.183039887955042-0.983105487431235i
0.125454983411811+0.992099313142158i
-0.427555093430458-0.90398929312336i
0.691759258364157+0.722128193929216i
-0.887639620402759-0.460538710958423i
0.989622017463222+0.143695033150149i
-0.980785280403179+0.195090322016386i
0.856147328375122-0.516731799017771i
-0.624859488142379+0.7807372285721i
0.310767152749846-0.950486073949405i
0.049067674327361+0.998795456205175i
-0.408044162865298-0.912962190428256i
0.715730825283943+0.698376249408846i
-0.925049240782676-0.379847208924055i
1+1.95997958159596e-13i
-0.922701128333813+0.385516053844076i
0.698376249408677-0.715730825284107i
-0.357030961233464+0.934092550404246i
-0.0490676743273777-0.998795456205174i
0.452349587233519+0.89184070939247i
-0.780737228572045-0.624859488142449i
0.970772140729032+0.240003022448411i
-0.980785280403217+0.195090322016196i
0.801376171723132-0.598160706996354i
-0.460538710958083+0.887639620402935i
0.0214740802755947-0.999769405351213i
0.427555093430504+0.903989293123339i
-0.790230221437402-0.612810082429291i
0.983105487431225+0.183039887955096i
-0.95604525134995+0.29321916269441i
0.707106781186524-0.707106781186571i
-0.287347459544609+0.957826413027569i
-0.2071113761922-0.978317370719631i
0.655492852999656+0.755201376896501i
-0.94154406518306-0.33688985339211i
0.984748501801835-0.173983873387855i
-0.765167265622322+0.643831542889954i
0.333999651441779-0.942573197601529i
0.195090322015944+0.980785280403267i
-0.673829000378795-0.73888732446058i
0.960430519415644+0.278519689384782i
-0.962953266873671+0.269668325572961i
0.671558954846996-0.740951125354979i
-0.167938294974953+0.98579750916753i
-0.393992040061225-0.919113851689982i
0.833170164702119+0.553016705579717i
-1+8.72406566663991e-14i
0.829761233794512-0.558118531220572i
-0.371317193951891+0.928506080473194i
-0.222093620973062-0.975025345067026i
0.740951125355101+0.671558954846862i
-0.992850414459878-0.119365214810888i
0.876070094195413-0.482183772079111i
-0.424779681209237+0.905296759318059i
-0.195090322016078-0.98078528040324i
0.743007952135141+0.669282588346615i
-0.996312612182786-0.0857973123443422i
0.843208239641883-0.537587076295587i
-0.336889853392453+0.941544065182937i
-0.316593375556185-0.948561349915724i
0.838224705554989+0.545324988421814i
-0.994879330794799+0.101069862754897i
0.707106781186653-0.707106781186442i
-0.0949634953295611+0.995480755491934i
-0.565731810783669-0.824589302784987i
0.964589793289825+0.263754678974786i
-0.903989293123436+0.427555093430298i
0.40243465085944-0.915448716088258i
0.302005949319374+0.953306040354147i
-0.85930181835694-0.511468850438086i
0.980785280403182-0.195090322016373i
-0.593232295039846+0.805031331142929i
-0.110222207293736-0.993906970002372i
0.759209188978522+0.650846684996225i
-0.998795456205145+0.0490676743279674i
0.687315340891612-0.726359155084485i
0.0122715382857915+0.999924701839144i
-0.709272826438817-0.704934080375954i
1-2.35231222338146e-13i
-0.704934080375691+0.709272826439079i
-0.0122715382860787-0.99992470183914i
0.726359155084312+0.687315340891795i
-0.998795456205173+0.0490676743274056i
0.650846684996197-0.759209188978545i
0.110222207294366+0.993906970002303i
-0.805031331143121-0.593232295039586i
0.980785280403224-0.195090322016162i
-0.511468850438148+0.859301818356903i
-0.302005949319443-0.953306040354126i
0.915448716088436+0.402434650859035i
-0.90398929312338+0.427555093430416i
0.263754678974959-0.964589793289778i
0.565731810783452+0.824589302785136i
-0.995480755491923-0.0949634953296806i
0.707106781186315-0.707106781186781i
0.101069862755063+0.994879330794782i
-0.838224705554662-0.545324988422316i
0.948561349915868-0.316593375555753i
-0.336889853392104+0.941544065183062i
-0.537587076295828-0.843208239641729i
0.996312612182784+0.0857973123443666i
-0.669282588346696+0.743007952135068i
-0.195090322016335-0.980785280403189i
0.905296759318135+0.424779681209075i
-0.876070094195258+0.482183772079393i
0.119365214810877-0.992850414459879i
0.7409511253549+0.671558954847084i
-0.97502534506691+0.222093620973574i
0.371317193951903-0.928506080473189i
0.558118531220681+0.829761233794439i
-1+1.34286901134028e-13i
0.553016705580127-0.833170164701847i
0.393992040061114+0.919113851690029i
-0.98579750916761-0.167938294974482i
0.671558954846873-0.740951125355091i
0.269668325572822+0.96295326687371i
-0.960430519415517-0.27851968938522i
0.738887324460484-0.6738290003789i
0.195090322016671+0.980785280403123i
-0.94257319760152-0.333999651441802i
0.765167265622539-0.643831542889696i
0.173983873387217+0.984748501801948i
-0.941544065183044-0.336889853392156i
0.75520137689629-0.655492852999899i
0.207111376192433+0.978317370719582i
-0.957826413027548-0.287347459544679i
0.707106781186635-0.70710678118646i
0.293219162694397+0.956045251349954i
-0.98310548743129-0.183039887954744i
0.612810082429254-0.790230221437431i
0.427555093430264+0.903989293123452i
-0.99976940535121-0.0214740802757157i
0.460538710958265-0.887639620402841i
0.598160706996669+0.801376171722896i
-0.980785280403201+0.195090322016276i
0.240003022448854-0.970772140728923i
0.780737228571992+0.624859488142515i
-0.891840709392341+0.452349587233774i
-0.0490676743278064-0.998795456205153i
0.934092550404288+0.357030961233353i
-0.698376249408978+0.715730825283814i
-0.385516053844031-0.922701128333832i
1-1.17813684972781e-14i
-0.37984720892394+0.925049240782723i
-0.715730825283812-0.69837624940898i
0.912962190428459-0.408044162864843i
0.0490676743275744+0.998795456205165i
-0.950486073949481-0.310767152749614i
0.624859488142343-0.780737228572129i
0.516731799017738+0.856147328375141i
-0.980785280403292+0.195090322015821i
0.143695033150127-0.989622017463225i
0.88763962040294+0.460538710958074i
-0.72212819392908+0.691759258364299i
-0.427555093430251-0.903989293123458i
0.992099313142226-0.125454983411275i
-0.183039887954761+0.983105487431287i
-0.883363338666004-0.468688822035314i
0.707106781186327-0.707106781186768i
0.474100214650579+0.880470889052145i
-0.978317370719681+0.207111376191967i
0.0705045733894887-0.997511456140312i
0.941544065183189+0.336889853391751i
-0.57329716669771+0.81934752007703i
-0.643831542889676-0.765167265622556i
0.902673318237274-0.43032648134005i
0.195090322015973+0.980785280403261i
-0.998941293186875-0.0460031821305234i
0.278519689384814-0.960430519415635i
0.871595086655887+0.490226483288405i
-0.671558954847404+0.74095112535461i
-0.578313796411833-0.815814410806608i
0.919113851689954-0.393992040061289i
0.198098410717799+0.980182135968149i
-1-1.32285375572105e-13i
0.192080397050231-0.981379193313688i
0.928506080473343+0.37131719395152i
-0.532403127876912+0.846490938774232i
-0.740951125355176-0.67155895484678i
0.786455213599323-0.617647307937501i
0.482183772079153+0.87607009419539i
-0.940506070593272+0.339776884406817i
-0.19509032201651-0.980785280403154i
0.998640218180248-0.0521317046806075i
-0.0857973123444179+0.99631261218278i
-0.976369731330106-0.216106797075837i
0.336889853392369-0.941544065182968i
0.894599485631468+0.446868840162203i
-0.545324988421792+0.838224705555004i
-0.774953106594556-0.632018735940199i
0.707106781186356-0.707106781186739i
0.636761861236556+0.771060524261589i
-0.824589302784913+0.565731810783776i
-0.495565261825801-0.868570705971325i
0.903989293123504-0.427555093430153i
0.362755724367727+0.93188426558154i
-0.953306040354077+0.302005949319596i
-0.24595505033597-0.969281235356504i
0.980785280403237-0.195090322016095i
0.14976453467684+0.988721691960397i
-0.993906970002361+0.110222207293843i
-0.0766238613924271-0.997060070339453i
0.998795456205177-0.0490676743273322i
0.0276081457788419+0.999618822495182i
-0.999924701839149+0.0122715382853207i
-0.00306795676296344-0.999995293809576i
1-3.84207695255577e-13i
0.00306795676327216+0.999995293809575i
-0.999924701839145+0.0122715382857107i
-0.0276081457793131-0.999618822495169i
0.998795456205172-0.04906767432743i
0.0766238613923792+0.997060070339456i
-0.993906970002357+0.110222207293876i
-0.149764534677178-0.988721691960345i
0.980785280403154-0.19509032201651i
0.245955050335798+0.969281235356548i
-0.953306040354106+0.302005949319505i
-0.36275572436729-0.93188426558171i
0.903989293123476-0.427555093430213i
0.495565261825929+0.868570705971251i
-0.824589302785041+0.56573181078359i
-0.636761861236445-0.771060524261681i
0.7071067811864-0.707106781186695i
0.774953106594855+0.632018735939832i
-0.545324988421899+0.838224705554934i
-0.894599485631346-0.446868840162447i
0.336889853391908-0.941544065183133i
0.976369731329984+0.216106797076389i
-0.0857973123449002+0.996312612182738i
-0.998640218180269+0.0521317046802052i
-0.195090322015972-0.980785280403262i
0.940506070593199-0.339776884407019i
0.482183772079014+0.876070094195466i
-0.78645521359909+0.617647307937798i
-0.740951125355178-0.671558954846777i
0.53240312787761-0.846490938773793i
0.92850608047332+0.371317193951576i
-0.192080397049987+0.981379193313736i
